date,open,high,low,close,adjcp,tic,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
2016-06-02,2.56,2.61,2.56,2.59,2.59,268,-0.01158301158301156,0.007722007722007707,-0.01158301158301156,0.0,0.003875968992248069,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-02,4.3,4.36,4.29,4.31,4.31,285,-0.002320185614849146,0.011600928074246175,-0.004640371229698292,0.0,0.007009345794392274,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-02,14.7,14.98,14.7,14.86,14.86,3888,-0.010767160161507361,0.008075370121130687,-0.010767160161507361,0.0,0.009510869565217295,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-02,170.0,170.5,168.4,170.2,170.2,700,-0.001175088131609825,0.001762632197414904,-0.010575793184488758,0.0,-0.0011737089201878659,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-02,0.65,0.66,0.64,0.66,0.66,981,-0.015151515151515138,0.0,-0.030303030303030276,0.0,0.01538461538461533,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-02,4.63,4.66,4.5,4.56,4.56,992,0.015350877192982448,0.021929824561403688,-0.013157894736842035,0.0,-0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-03,7.27,7.5,7.25,7.46,7.46,1347,-0.025469168900804307,0.00536193029490617,-0.02815013404825739,0.0,0.028965517241379413,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-03,66.0,66.0,63.3,64.05,64.05,2018,0.030444964871194413,0.030444964871194413,-0.011709601873536313,0.0,-0.01157407407407407,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-03,27.15,27.75,26.75,27.0,27.0,2382,0.005555555555555536,0.02777777777777768,-0.0092592592592593,0.0,-0.00917431192660545,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-03,5.99,5.99,5.73,5.81,5.81,241,0.030981067125645634,0.030981067125645634,-0.01376936316695343,0.0,-0.015254237288135686,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-03,2.6,2.65,2.58,2.64,2.64,268,-0.015151515151515138,0.0037878787878786735,-0.022727272727272707,0.0,0.01930501930501949,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-03,4.31,4.38,4.31,4.37,4.37,285,-0.013729977116704872,0.0022883295194506825,-0.013729977116704872,0.0,0.013921113689095321,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-03,14.84,15.74,14.8,15.64,15.64,3888,-0.051150895140664954,0.006393861892583175,-0.053708439897698246,0.0,0.05248990578734869,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-03,170.3,172.3,169.5,170.8,170.8,700,-0.0029274004683840227,0.008782201405152179,-0.007611241217798659,0.0,0.003525264394829808,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-03,0.66,0.67,0.65,0.65,0.65,981,0.01538461538461533,0.030769230769230882,0.0,0.0,-0.015151515151515138,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-03,4.57,4.68,4.56,4.68,4.68,992,-0.02350427350427342,0.0,-0.02564102564102566,0.0,0.026315789473684292,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-06,7.35,7.5,7.35,7.42,7.42,1347,-0.009433962264150941,0.010781671159029615,-0.009433962264150941,0.0,-0.00536193029490617,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-06,64.1,64.5,63.0,64.45,64.45,2018,-0.005430566330488884,0.0007757951900697613,-0.022498060512024853,0.0,0.006245120999219367,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-06,27.0,27.35,26.8,27.3,27.3,2382,-0.010989010989011061,0.001831501831501825,-0.01831501831501836,0.0,0.011111111111111072,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-06,5.76,5.85,5.71,5.84,5.84,241,-0.013698630136986356,0.001712328767123239,-0.022260273972602773,0.0,0.005163511187607606,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-06,2.65,2.67,2.61,2.63,2.63,268,0.0076045627376426506,0.015209125475285079,-0.0076045627376425395,0.0,-0.0037878787878788955,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-06,4.37,4.53,4.33,4.5,4.5,285,-0.028888888888888853,0.006666666666666821,-0.0377777777777778,0.0,0.029748283752860427,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-06,15.72,16.3,15.66,16.02,16.02,3888,-0.01872659176029956,0.017478152309613026,-0.022471910112359494,0.0,0.024296675191815886,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-06,170.1,174.0,170.1,173.8,173.8,700,-0.02128883774453405,0.0011507479861909697,-0.02128883774453405,0.0,0.017564402810304358,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-06,0.65,0.66,0.65,0.66,0.66,981,-0.015151515151515138,0.0,-0.015151515151515138,0.0,0.01538461538461533,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-06,4.67,4.68,4.61,4.63,4.63,992,0.008639308855291628,0.010799136069114423,-0.004319654427645703,0.0,-0.010683760683760646,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-07,7.46,7.54,7.46,7.49,7.49,1347,-0.004005340453938633,0.006675567423231055,-0.004005340453938633,0.0,0.009433962264151052,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-07,66.35,67.55,65.7,67.5,67.5,2018,-0.017037037037037073,0.0007407407407407085,-0.026666666666666616,0.0,0.04732350659425899,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-07,27.7,28.15,27.5,28.1,28.1,2382,-0.014234875444839923,0.00177935943060481,-0.02135231316725983,0.0,0.029304029304029422,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-07,5.88,5.88,5.69,5.79,5.79,241,0.015544041450777257,0.015544041450777257,-0.017271157167530138,0.0,-0.008561643835616417,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-07,2.64,2.72,2.64,2.72,2.72,268,-0.02941176470588236,0.0,-0.02941176470588236,0.0,0.034220532319391817,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-07,4.6,4.6,4.46,4.5,4.5,285,0.022222222222222143,0.022222222222222143,-0.008888888888888946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-07,16.2,16.24,15.52,15.98,15.98,3888,0.013767209011263937,0.016270337922402955,-0.028785982478097716,0.0,-0.0024968789013731785,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-07,175.0,176.8,174.5,176.6,176.6,700,-0.009060022650056565,0.0011325028312572094,-0.011891279728199255,0.0,0.016110471806674243,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-07,0.66,0.69,0.65,0.69,0.69,981,-0.04347826086956508,0.0,-0.05797101449275355,0.0,0.045454545454545414,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-07,4.65,4.74,4.63,4.72,4.72,992,-0.01483050847457612,0.004237288135593209,-0.01906779661016944,0.0,0.01943844492440605,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-08,7.47,7.48,7.38,7.42,7.42,1347,0.006738544474393482,0.008086253369272267,-0.005390835579514808,0.0,-0.009345794392523366,0.029126213592232997,0.0,0.0,0.0,0.0,0.0
2016-06-08,67.15,68.3,65.15,65.6,65.6,2018,0.023628048780488076,0.041158536585365946,-0.006859756097560843,0.0,-0.028148148148148255,0.045418326693227096,0.0,0.0,0.0,0.0,0.0
2016-06-08,28.05,28.05,26.85,26.95,26.95,2382,0.04081632653061229,0.04081632653061229,-0.0037105751391465214,0.0,-0.040925266903914626,-0.005535055350553542,0.0,0.0,0.0,0.0,0.0
2016-06-08,5.73,5.73,5.5,5.65,5.65,241,0.014159292035398341,0.014159292035398341,-0.026548672566371723,0.0,-0.024179620034542215,-0.045608108108108,0.0,0.0,0.0,0.0,0.0
2016-06-08,2.72,2.72,2.62,2.63,2.63,268,0.034220532319391817,0.034220532319391817,-0.0038022813688212143,0.0,-0.03308823529411775,0.019379844961240345,0.0,0.0,0.0,0.0,0.0
2016-06-08,4.54,4.92,4.48,4.75,4.75,285,-0.04421052631578948,0.03578947368421059,-0.056842105263157805,0.0,0.05555555555555558,0.1098130841121494,0.0,0.0,0.0,0.0,0.0
2016-06-08,16.0,16.0,15.6,15.8,15.8,3888,0.012658227848101111,0.012658227848101111,-0.012658227848101333,0.0,-0.01126408010012514,0.07336956521739135,0.0,0.0,0.0,0.0,0.0
2016-06-08,176.6,176.6,174.6,175.9,175.9,700,0.003979533826037551,0.003979533826037551,-0.007390562819784008,0.0,-0.003963759909399678,0.03227699530516426,0.0,0.0,0.0,0.0,0.0
2016-06-08,0.66,0.67,0.64,0.64,0.64,981,0.03125,0.046875,0.0,0.0,-0.0724637681159419,-0.015384615384615441,0.0,0.0,0.0,0.0,0.0
2016-06-08,4.74,4.85,4.67,4.78,4.78,992,-0.008368200836820106,0.01464435146443499,-0.023012552301255318,0.0,0.01271186440677985,0.006315789473684275,0.0,0.0,0.0,0.0,0.0
2016-06-10,7.35,7.42,7.35,7.39,7.39,1347,-0.005412719891745632,0.004059539918809252,-0.005412719891745632,0.0,-0.0040431266846361336,0.0193103448275862,0.0,0.0,0.0,0.0,0.0
2016-06-10,65.0,65.6,63.85,63.9,63.9,2018,0.017214397496087663,0.026604068857589924,-0.0007824726134584292,0.0,-0.02591463414634143,-0.01388888888888884,0.0,0.0,0.0,0.0,0.0
2016-06-10,26.6,26.75,25.25,25.3,25.3,2382,0.05138339920948609,0.05731225296442677,-0.0019762845849802257,0.0,-0.061224489795918324,-0.07155963302752288,0.0,0.0,0.0,0.0,0.0
2016-06-10,5.68,5.68,5.5,5.54,5.54,241,0.025270758122743597,0.025270758122743597,-0.0072202166064981865,0.0,-0.019469026548672663,-0.06101694915254241,0.0,0.0,0.0,0.0,0.0
2016-06-10,2.63,2.66,2.53,2.55,2.55,268,0.031372549019607954,0.04313725490196085,-0.007843137254901933,0.0,-0.03041825095057038,-0.015444015444015413,0.0,0.0,0.0,0.0,0.0
2016-06-10,4.77,4.77,4.6,4.64,4.64,285,0.028017241379310276,0.028017241379310276,-0.008620689655172376,0.0,-0.023157894736842155,0.07656612529002316,0.0,0.0,0.0,0.0,0.0
2016-06-10,15.64,15.76,15.1,15.18,15.18,3888,0.030303030303030276,0.03820816864295118,-0.005270092226614009,0.0,-0.03924050632911402,0.021534320323014722,0.0,0.0,0.0,0.0,0.0
2016-06-10,178.5,178.5,174.8,175.1,175.1,700,0.01941747572815533,0.01941747572815533,-0.0017133066818959541,0.0,-0.004548038658328646,0.028789659224441877,0.0,0.0,0.0,0.0,0.0
2016-06-10,0.65,0.65,0.63,0.64,0.64,981,0.015625,0.015625,-0.015625,0.0,0.0,-0.030303030303030276,0.0,0.0,0.0,0.0,0.0
2016-06-10,4.86,4.96,4.83,4.88,4.88,992,-0.004098360655737654,0.016393442622950838,-0.010245901639344246,0.0,0.02092050209205021,0.07017543859649122,0.0,0.0,0.0,0.0,0.0
2016-06-13,7.34,7.34,7.13,7.17,7.17,1347,0.023709902370990132,0.023709902370990132,-0.00557880055788007,0.0,-0.02976995940460081,-0.03887399463806973,0.0,0.0,0.0,0.0,0.0
2016-06-13,63.45,63.6,62.4,62.45,62.45,2018,0.01601281024819845,0.018414731785428406,-0.0008006405124100224,0.0,-0.022691705790297223,-0.024980483996877356,0.0,0.0,0.0,0.0,0.0
2016-06-13,25.25,25.8,24.7,25.25,25.25,2382,0.0,0.0217821782178218,-0.0217821782178218,0.0,-0.0019762845849802257,-0.06481481481481477,0.0,0.0,0.0,0.0,0.0
2016-06-13,5.48,5.48,5.27,5.32,5.32,241,0.03007518796992481,0.03007518796992481,-0.009398496240601628,0.0,-0.03971119133574008,-0.0843373493975903,0.0,0.0,0.0,0.0,0.0
2016-06-13,2.5,2.52,2.43,2.44,2.44,268,0.024590163934426146,0.032786885245901676,-0.004098360655737654,0.0,-0.04313725490196074,-0.0757575757575758,0.0,0.0,0.0,0.0,0.0
2016-06-13,4.55,4.55,4.38,4.44,4.44,285,0.024774774774774633,0.024774774774774633,-0.013513513513513598,0.0,-0.04310344827586188,0.016018306636155666,0.0,0.0,0.0,0.0,0.0
2016-06-13,15.02,15.06,14.4,14.44,14.44,3888,0.040166204986149534,0.042936288088642804,-0.0027700831024930483,0.0,-0.0487483530961792,-0.07672634271099754,0.0,0.0,0.0,0.0,0.0
2016-06-13,170.1,171.8,169.2,169.5,169.5,700,0.003539823008849474,0.013569321533923429,-0.0017699115044248481,0.0,-0.0319817247287264,-0.007611241217798659,0.0,0.0,0.0,0.0,0.0
2016-06-13,0.64,0.64,0.62,0.62,0.62,981,0.032258064516129004,0.032258064516129004,0.0,0.0,-0.03125,-0.04615384615384621,0.0,0.0,0.0,0.0,0.0
2016-06-13,4.79,4.92,4.77,4.9,4.9,992,-0.022448979591836782,0.004081632653061051,-0.026530612244898166,0.0,0.004098360655737876,0.047008547008547064,0.0,0.0,0.0,0.0,0.0
2016-06-14,7.15,7.25,7.15,7.19,7.19,1347,-0.0055632823365785455,0.008344923504867818,-0.0055632823365785455,0.0,0.002789400278940146,-0.030997304582210172,0.0,0.0,0.0,0.0,0.0
2016-06-14,62.6,64.5,62.4,63.5,63.5,2018,-0.014173228346456623,0.015748031496062964,-0.017322834645669305,0.0,0.01681345076060836,-0.014740108611326685,0.0,0.0,0.0,0.0,0.0
2016-06-14,25.05,25.25,24.6,24.9,24.9,2382,0.006024096385542244,0.014056224899598346,-0.012048192771084265,0.0,-0.013861386138613874,-0.08791208791208793,0.0,0.0,0.0,0.0,0.0
2016-06-14,5.27,5.38,5.22,5.34,5.34,241,-0.01310861423220977,0.0074906367041198685,-0.022471910112359605,0.0,0.003759398496240518,-0.08561643835616439,0.0,0.0,0.0,0.0,0.0
2016-06-14,2.45,2.47,2.43,2.43,2.43,268,0.008230452674897082,0.016460905349794164,0.0,0.0,-0.004098360655737654,-0.07604562737642573,0.0,0.0,0.0,0.0,0.0
2016-06-14,4.42,4.51,4.36,4.4,4.4,285,0.004545454545454408,0.02499999999999991,-0.00909090909090915,0.0,-0.009009009009009028,-0.022222222222222143,0.0,0.0,0.0,0.0,0.0
2016-06-14,14.44,14.92,14.32,14.72,14.72,3888,-0.01902173913043481,0.013586956521739024,-0.02717391304347827,0.0,0.01939058171745156,-0.08114856429463169,0.0,0.0,0.0,0.0,0.0
2016-06-14,168.8,169.4,167.6,168.3,168.3,700,0.002970885323826611,0.006535947712418277,-0.004159239453357166,0.0,-0.0070796460176990594,-0.03164556962025311,0.0,0.0,0.0,0.0,0.0
2016-06-14,0.62,0.63,0.61,0.62,0.62,981,0.0,0.016129032258064502,-0.016129032258064502,0.0,0.0,-0.06060606060606066,0.0,0.0,0.0,0.0,0.0
2016-06-14,4.9,4.9,4.71,4.72,4.72,992,0.038135593220339103,0.038135593220339103,-0.0021186440677966045,0.0,-0.03673469387755113,0.01943844492440605,0.0,0.0,0.0,0.0,0.0
2016-06-15,7.13,7.28,7.13,7.2,7.2,1347,-0.009722222222222299,0.011111111111111072,-0.009722222222222299,0.0,0.0013908205841446364,-0.03871829105473967,0.0,0.0,0.0,0.0,0.0
2016-06-15,65.4,65.95,63.85,64.85,64.85,2018,0.008481110254433544,0.016962220508866643,-0.015420200462605949,0.0,0.021259842519685046,-0.03925925925925933,0.0,0.0,0.0,0.0,0.0
2016-06-15,24.7,26.1,24.55,26.05,26.05,2382,-0.051823416506717956,0.0019193857965451588,-0.05758157389635321,0.0,0.04618473895582342,-0.07295373665480431,0.0,0.0,0.0,0.0,0.0
2016-06-15,5.34,5.57,5.29,5.53,5.53,241,-0.034358047016274984,0.00723327305605781,-0.04339963833634719,0.0,0.035580524344569264,-0.04490500863557856,0.0,0.0,0.0,0.0,0.0
2016-06-15,2.43,2.51,2.41,2.48,2.48,268,-0.020161290322580627,0.012096774193548265,-0.028225806451612878,0.0,0.020576131687242816,-0.08823529411764708,0.0,0.0,0.0,0.0,0.0
2016-06-15,4.37,4.6,4.37,4.58,4.58,285,-0.045851528384279416,0.004366812227074135,-0.045851528384279416,0.0,0.040909090909090784,0.017777777777777892,0.0,0.0,0.0,0.0,0.0
2016-06-15,14.7,15.1,14.52,14.8,14.8,3888,-0.006756756756756799,0.020270270270270174,-0.018918918918918948,0.0,0.005434782608695565,-0.07384230287859828,0.0,0.0,0.0,0.0,0.0
2016-06-15,167.7,174.1,167.3,173.0,173.0,700,-0.03063583815028903,0.0063583815028900315,-0.03294797687861262,0.0,0.027926322043968943,-0.020385050962627327,0.0,0.0,0.0,0.0,0.0
2016-06-15,0.61,0.63,0.61,0.62,0.62,981,-0.016129032258064502,0.016129032258064502,-0.016129032258064502,0.0,0.0,-0.10144927536231874,0.0,0.0,0.0,0.0,0.0
2016-06-15,4.69,4.83,4.67,4.8,4.8,992,-0.022916666666666585,0.006250000000000089,-0.027083333333333348,0.0,0.016949152542372836,0.016949152542372836,0.0,0.0,0.0,0.0,0.0
2016-06-16,7.13,7.13,6.97,7.01,7.01,1347,0.01711840228245376,0.01711840228245376,-0.005706134094151216,0.0,-0.026388888888888906,-0.055256064690026974,-0.0277392510402219,0.0,0.0,0.0,0.0
2016-06-16,64.95,64.95,63.8,64.15,64.15,2018,0.01247077162899446,0.01247077162899446,-0.005455962587685215,0.0,-0.010794140323824086,-0.022103658536585247,0.02231075697211171,0.0,0.0,0.0,0.0
2016-06-16,26.2,26.3,25.0,25.15,25.15,2382,0.041749502982107334,0.045725646123260466,-0.005964214711729587,0.0,-0.03454894433781197,-0.06679035250463827,-0.07195571955719571,0.0,0.0,0.0,0.0
2016-06-16,5.51,5.51,5.34,5.41,5.41,241,0.01848428835489835,0.01848428835489835,-0.012939001848428888,0.0,-0.02169981916817365,-0.04247787610619469,-0.08614864864864857,0.0,0.0,0.0,0.0
2016-06-16,2.48,2.48,2.43,2.44,2.44,268,0.016393442622950838,0.016393442622950838,-0.004098360655737654,0.0,-0.016129032258064502,-0.07224334600760451,-0.054263565891472965,0.0,0.0,0.0,0.0
2016-06-16,4.48,4.55,4.41,4.48,4.48,285,0.0,0.015624999999999778,-0.01562500000000011,0.0,-0.02183406113537112,-0.056842105263157805,0.04672897196261694,0.0,0.0,0.0,0.0
2016-06-16,14.8,14.82,14.34,14.44,14.44,3888,0.024930747922437657,0.026315789473684292,-0.006925207756232621,0.0,-0.02432432432432441,-0.08607594936708873,-0.01902173913043481,0.0,0.0,0.0,0.0
2016-06-16,172.8,173.0,168.4,168.8,168.8,700,0.023696682464454888,0.024881516587677677,-0.0023696682464455776,0.0,-0.024277456647398776,-0.040363843092666274,-0.009389671361502261,0.0,0.0,0.0,0.0
2016-06-16,0.62,0.63,0.6,0.62,0.62,981,0.0,0.016129032258064502,-0.032258064516129115,0.0,0.0,-0.03125,-0.04615384615384621,0.0,0.0,0.0,0.0
2016-06-16,4.78,4.8,4.57,4.66,4.66,992,0.025751072961373467,0.030042918454935563,-0.01931330472102999,0.0,-0.029166666666666563,-0.025104602510460317,-0.0189473684210526,0.0,0.0,0.0,0.0
2016-06-17,7.09,7.16,6.94,7.02,7.02,1347,0.009971509971510084,0.019943019943019946,-0.011396011396011319,0.0,0.0014265335235377208,-0.05006765899864685,-0.03172413793103457,0.0,0.0,0.0,0.0
2016-06-17,64.2,65.75,63.65,65.6,65.6,2018,-0.021341463414634054,0.0022865853658537993,-0.029725609756097504,0.0,0.02260327357755254,0.026604068857589924,0.012345679012345734,0.0,0.0,0.0,0.0
2016-06-17,25.5,25.6,24.85,25.15,25.15,2382,0.013916500994035852,0.017892644135188984,-0.011928429423459175,0.0,0.0,-0.005928853754940788,-0.07706422018348624,0.0,0.0,0.0,0.0
2016-06-17,5.45,5.53,5.34,5.48,5.48,241,-0.005474452554744547,0.009124087591240837,-0.025547445255474588,0.0,0.012939001848428777,-0.010830324909747224,-0.07118644067796609,0.0,0.0,0.0,0.0
2016-06-17,2.49,2.49,2.43,2.43,2.43,268,0.024691358024691468,0.024691358024691468,0.0,0.0,-0.004098360655737654,-0.0470588235294116,-0.06177606177606165,0.0,0.0,0.0,0.0
2016-06-17,4.54,4.73,4.52,4.6,4.6,285,-0.01304347826086949,0.02826086956521756,-0.017391304347826098,0.0,0.02678571428571419,-0.008620689655172376,0.06728538283062657,0.0,0.0,0.0,0.0
2016-06-17,14.6,14.8,14.6,14.74,14.74,3888,-0.009497964721845387,0.004070556309362372,-0.009497964721845387,0.0,0.020775623268698196,-0.02898550724637683,-0.008075370121130465,0.0,0.0,0.0,0.0
2016-06-17,170.5,171.3,167.5,168.9,168.9,700,0.009473060982829962,0.014209591474245054,-0.0082889283599763,0.0,0.0005924170616113944,-0.03540833809251853,-0.007638072855464029,0.0,0.0,0.0,0.0
2016-06-17,0.62,0.62,0.6,0.61,0.61,981,0.016393442622950838,0.016393442622950838,-0.016393442622950838,0.0,-0.016129032258064502,-0.046875,-0.0757575757575758,0.0,0.0,0.0,0.0
2016-06-17,4.7,4.78,4.65,4.74,4.74,992,-0.008438818565400852,0.00843881856540074,-0.01898734177215189,0.0,0.017167381974249052,-0.02868852459016391,0.03947368421052655,0.0,0.0,0.0,0.0
2016-06-20,7.07,7.54,6.93,7.42,7.42,1347,-0.047169811320754707,0.016172506738544534,-0.06603773584905659,0.0,0.056980056980056926,0.03486750348675027,-0.00536193029490617,0.0,0.0,0.0,0.0
2016-06-20,66.2,67.3,65.55,65.85,65.85,2018,0.005315110098709219,0.022019741837509432,-0.004555808656036442,0.0,0.003810975609756184,0.054443554843874864,0.02810304449648715,0.0,0.0,0.0,0.0
2016-06-20,25.5,25.7,25.15,25.3,25.3,2382,0.007905138339920903,0.015810276679841806,-0.005928853754940788,0.0,0.0059642147117298094,0.001980198019801982,-0.06296296296296289,0.0,0.0,0.0,0.0
2016-06-20,5.51,5.6,5.48,5.6,5.6,241,-0.016071428571428514,0.0,-0.02142857142857124,0.0,0.021897810218977964,0.05263157894736836,-0.03614457831325302,0.0,0.0,0.0,0.0
2016-06-20,2.45,2.47,2.43,2.46,2.46,268,-0.004065040650406471,0.004065040650406582,-0.012195121951219412,0.0,0.012345679012345512,0.008196721311475308,-0.06818181818181823,0.0,0.0,0.0,0.0
2016-06-20,4.6,4.64,4.52,4.6,4.6,285,0.0,0.008695652173912993,-0.017391304347826098,0.0,0.0,0.03603603603603589,0.05263157894736836,0.0,0.0,0.0,0.0
2016-06-20,14.84,14.88,14.46,14.62,14.62,3888,0.015047879616963078,0.017783857729138264,-0.0109439124487003,0.0,-0.008141112618724633,0.012465373961218829,-0.0652173913043479,0.0,0.0,0.0,0.0
2016-06-20,170.0,171.2,169.0,170.7,170.7,700,-0.004100761570005829,0.0029291154071471315,-0.00995899238429987,0.0,0.010657193605683846,0.007079646017698948,-0.0005854800936769822,0.0,0.0,0.0,0.0
2016-06-20,0.61,0.62,0.6,0.61,0.61,981,0.0,0.016393442622950838,-0.016393442622950838,0.0,0.0,-0.016129032258064502,-0.06153846153846154,0.0,0.0,0.0,0.0
2016-06-20,4.8,4.82,4.72,4.77,4.77,992,0.0062893081761006275,0.01048218029350112,-0.010482180293501009,0.0,0.006329113924050445,-0.026530612244898166,0.019230769230769162,0.0,0.0,0.0,0.0
2016-06-21,7.38,7.38,7.24,7.32,7.32,1347,0.008196721311475308,0.008196721311475308,-0.010928961748633892,0.0,-0.013477088948786964,0.018080667593880273,-0.013477088948786964,0.0,0.0,0.0,0.0
2016-06-21,66.45,67.2,65.7,67.15,67.15,2018,-0.01042442293373047,0.0007446016381236209,-0.021593447505584562,0.0,0.019741837509491544,0.05748031496063,0.04189294026377044,0.0,0.0,0.0,0.0
2016-06-21,25.65,26.0,25.5,25.95,25.95,2382,-0.011560693641618491,0.0019267822736031004,-0.01734104046242768,0.0,0.025691699604742935,0.04216867469879526,-0.0494505494505495,0.0,0.0,0.0,0.0
2016-06-21,5.59,5.67,5.4,5.62,5.62,241,-0.005338078291814985,0.008896797153024938,-0.039145907473309594,0.0,0.0035714285714285587,0.05243445692883908,-0.03767123287671226,0.0,0.0,0.0,0.0
2016-06-21,2.46,2.5,2.45,2.48,2.48,268,-0.008064516129032251,0.008064516129032251,-0.012096774193548265,0.0,0.008130081300812941,0.020576131687242816,-0.057034220532319324,0.0,0.0,0.0,0.0
2016-06-21,4.66,4.72,4.54,4.6,4.6,285,0.013043478260869712,0.026086956521739202,-0.01304347826086949,0.0,0.0,0.04545454545454519,0.022222222222222143,0.0,0.0,0.0,0.0
2016-06-21,14.76,14.76,14.38,14.6,14.6,3888,0.010958904109588996,0.010958904109588996,-0.015068493150684814,0.0,-0.001367989056087482,-0.00815217391304357,-0.08863920099875156,0.0,0.0,0.0,0.0
2016-06-21,172.0,173.3,171.0,172.9,172.9,700,-0.00520532099479476,0.0023134759976866093,-0.010989010989011061,0.0,0.012888107791447112,0.027332144979203665,-0.005178365937859586,0.0,0.0,0.0,0.0
2016-06-21,0.61,0.62,0.6,0.62,0.62,981,-0.016129032258064502,0.0,-0.032258064516129115,0.0,0.016393442622950838,0.0,-0.06060606060606066,0.0,0.0,0.0,0.0
